identifier_id,person_id,scheme,value,status,issued_on,observed_at,source_system
CI-100240,CP-000240,uin,2312191209,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000241,CP-000241,brn,BRN-1998-0101-00241,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100241,CP-000241,uin,2312200330,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000242,CP-000242,brn,BRN-1973-0102-00242,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100242,CP-000242,uin,2312209462,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000243,CP-000243,brn,BRN-2009-0103-00243,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100243,CP-000243,uin,2312218592,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000244,CP-000244,brn,BRN-1969-0201-00244,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100244,CP-000244,uin,2312227723,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100245,CP-000245,uin,2312236851,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000246,CP-000246,brn,BRN-2000-0203-00246,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100246,CP-000246,uin,2312245982,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000247,CP-000247,brn,BRN-1947-0301-00247,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100247,CP-000247,uin,2312255117,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000248,CP-000248,brn,BRN-2005-0302-00248,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100248,CP-000248,uin,2312264241,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000249,CP-000249,brn,BRN-2018-0303-00249,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100249,CP-000249,uin,2312273375,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000250,CP-000250,brn,BRN-1974-0401-00250,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100250,CP-000250,uin,2312282506,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000251,CP-000251,brn,BRN-2005-0402-00251,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100251,CP-000251,uin,2312291630,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000252,CP-000252,brn,BRN-1985-0403-00252,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100252,CP-000252,uin,2312300765,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000253,CP-000253,brn,BRN-2001-0101-00253,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100253,CP-000253,uin,2312309898,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000254,CP-000254,brn,BRN-1956-0102-00254,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100254,CP-000254,uin,2312319022,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100255,CP-000255,uin,2312328150,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000256,CP-000256,brn,BRN-1987-0201-00256,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100256,CP-000256,uin,2312337289,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000257,CP-000257,brn,BRN-1964-0202-00257,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100257,CP-000257,uin,2312346419,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000258,CP-000258,brn,BRN-2016-0203-00258,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100258,CP-000258,uin,2312355542,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000259,CP-000259,brn,BRN-1993-0301-00259,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100259,CP-000259,uin,2312364677,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000260,CP-000260,brn,BRN-2016-0302-00260,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100260,CP-000260,uin,2312373805,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000261,CP-000261,brn,BRN-1991-0303-00261,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100261,CP-000261,uin,2312382938,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000262,CP-000262,brn,BRN-2021-0401-00262,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100262,CP-000262,uin,2312392060,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000263,CP-000263,brn,BRN-1996-0402-00263,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100263,CP-000263,uin,2312401194,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000264,CP-000264,brn,BRN-1973-0403-00264,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100264,CP-000264,uin,2312410326,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000265,CP-000265,brn,BRN-2009-0101-00265,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100265,CP-000265,uin,2312419452,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000266,CP-000266,brn,BRN-1954-0102-00266,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100266,CP-000266,uin,2312428584,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000267,CP-000267,brn,BRN-1990-0103-00267,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100267,CP-000267,uin,2312437718,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000268,CP-000268,brn,BRN-1945-0201-00268,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100268,CP-000268,uin,2312446846,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000269,CP-000269,brn,BRN-2003-0202-00269,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100269,CP-000269,uin,2312455979,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000270,CP-000270,brn,BRN-1994-0203-00270,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100270,CP-000270,uin,2312465105,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000271,CP-000271,brn,BRN-2015-0301-00271,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100271,CP-000271,uin,2312474239,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000272,CP-000272,brn,BRN-1987-0302-00272,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100272,CP-000272,uin,2312483366,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000273,CP-000273,brn,BRN-1968-0303-00273,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100273,CP-000273,uin,2312492491,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000274,CP-000274,brn,BRN-1943-0401-00274,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100274,CP-000274,uin,2312501629,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000275,CP-000275,brn,BRN-2015-0402-00275,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100275,CP-000275,uin,2312510756,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000276,CP-000276,brn,BRN-1963-0403-00276,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100276,CP-000276,uin,2312519885,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000277,CP-000277,brn,BRN-2014-0101-00277,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100277,CP-000277,uin,2312529015,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000278,CP-000278,brn,BRN-2007-0102-00278,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100278,CP-000278,uin,2312538143,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000279,CP-000279,brn,BRN-2019-0103-00279,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100279,CP-000279,uin,2312547274,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000280,CP-000280,brn,BRN-1977-0201-00280,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100280,CP-000280,uin,2312556400,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000281,CP-000281,brn,BRN-2015-0202-00281,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100281,CP-000281,uin,2312565531,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000282,CP-000282,brn,BRN-1957-0203-00282,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100282,CP-000282,uin,2312574669,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000283,CP-000283,brn,BRN-1998-0301-00283,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100283,CP-000283,uin,2312583797,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000284,CP-000284,brn,BRN-1978-0302-00284,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100284,CP-000284,uin,2312592924,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000285,CP-000285,brn,BRN-2002-0303-00285,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100285,CP-000285,uin,2312602056,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000286,CP-000286,brn,BRN-1997-0401-00286,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100286,CP-000286,uin,2312611189,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000287,CP-000287,brn,BRN-1968-0402-00287,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100287,CP-000287,uin,2312620317,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000288,CP-000288,brn,BRN-2009-0403-00288,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100288,CP-000288,uin,2312629445,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000289,CP-000289,brn,BRN-2000-0101-00289,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100289,CP-000289,uin,2312638577,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000290,CP-000290,brn,BRN-1952-0102-00290,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100290,CP-000290,uin,2312647709,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000291,CP-000291,brn,BRN-1961-0103-00291,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100291,CP-000291,uin,2312656835,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000292,CP-000292,brn,BRN-1989-0201-00292,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100292,CP-000292,uin,2312665968,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000293,CP-000293,brn,BRN-1969-0202-00293,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100293,CP-000293,uin,2312675091,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000294,CP-000294,brn,BRN-1997-0203-00294,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100294,CP-000294,uin,2312684223,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000295,CP-000295,brn,BRN-2015-0301-00295,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100295,CP-000295,uin,2312693354,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000296,CP-000296,brn,BRN-2017-0302-00296,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100296,CP-000296,uin,2312702483,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000297,CP-000297,brn,BRN-2014-0303-00297,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100297,CP-000297,uin,2312711611,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000298,CP-000298,brn,BRN-2006-0401-00298,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100298,CP-000298,uin,2312720746,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000299,CP-000299,brn,BRN-1997-0402-00299,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100299,CP-000299,uin,2312729876,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000300,CP-000300,brn,BRN-2006-0403-00300,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100300,CP-000300,uin,2312739007,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000301,CP-000301,brn,BRN-1979-0101-00301,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100301,CP-000301,uin,2312748136,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000302,CP-000302,brn,BRN-1997-0102-00302,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100302,CP-000302,uin,2312757264,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000303,CP-000303,brn,BRN-2016-0103-00303,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100303,CP-000303,uin,2312766394,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000304,CP-000304,brn,BRN-2015-0201-00304,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100304,CP-000304,uin,2312775520,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000305,CP-000305,brn,BRN-2000-0202-00305,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100305,CP-000305,uin,2312784651,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000306,CP-000306,brn,BRN-2000-0203-00306,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100306,CP-000306,uin,2312793787,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000307,CP-000307,brn,BRN-1993-0301-00307,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100307,CP-000307,uin,2312802913,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000308,CP-000308,brn,BRN-1942-0302-00308,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100308,CP-000308,uin,2312812048,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000309,CP-000309,brn,BRN-1988-0303-00309,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100309,CP-000309,uin,2312821175,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000310,CP-000310,brn,BRN-1962-0401-00310,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100310,CP-000310,uin,2312830305,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000311,CP-000311,brn,BRN-1961-0402-00311,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100311,CP-000311,uin,2312839439,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000312,CP-000312,brn,BRN-2010-0403-00312,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100312,CP-000312,uin,2312848565,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000313,CP-000313,brn,BRN-2012-0101-00313,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100313,CP-000313,uin,2312857694,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000314,CP-000314,brn,BRN-1997-0102-00314,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100314,CP-000314,uin,2312866822,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000315,CP-000315,brn,BRN-1940-0103-00315,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100315,CP-000315,uin,2312875952,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000316,CP-000316,brn,BRN-1990-0201-00316,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100316,CP-000316,uin,2312885086,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000317,CP-000317,brn,BRN-1995-0202-00317,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100317,CP-000317,uin,2312894216,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000318,CP-000318,brn,BRN-2018-0203-00318,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100318,CP-000318,uin,2312903343,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000319,CP-000319,brn,BRN-2011-0301-00319,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100319,CP-000319,uin,2312912477,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000320,CP-000320,brn,BRN-1947-0302-00320,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100320,CP-000320,uin,2312921608,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000321,CP-000321,brn,BRN-1995-0303-00321,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100321,CP-000321,uin,2312930730,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000322,CP-000322,brn,BRN-2007-0401-00322,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100322,CP-000322,uin,2312939866,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000323,CP-000323,brn,BRN-1974-0402-00323,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100323,CP-000323,uin,2312948991,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000324,CP-000324,brn,BRN-1993-0403-00324,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100324,CP-000324,uin,2312958122,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000325,CP-000325,brn,BRN-1952-0101-00325,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100325,CP-000325,uin,2312967259,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000326,CP-000326,brn,BRN-2019-0102-00326,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100326,CP-000326,uin,2312976380,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000327,CP-000327,brn,BRN-2011-0103-00327,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100327,CP-000327,uin,2312985517,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000328,CP-000328,brn,BRN-2005-0201-00328,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100328,CP-000328,uin,2312994648,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000329,CP-000329,brn,BRN-1993-0202-00329,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100329,CP-000329,uin,2313003775,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000330,CP-000330,brn,BRN-2004-0203-00330,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100330,CP-000330,uin,2313012905,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000331,CP-000331,brn,BRN-1975-0301-00331,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100331,CP-000331,uin,2313022030,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000332,CP-000332,brn,BRN-2020-0302-00332,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100332,CP-000332,uin,2313031167,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000333,CP-000333,brn,BRN-1986-0303-00333,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100333,CP-000333,uin,2313040291,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000334,CP-000334,brn,BRN-1991-0401-00334,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100334,CP-000334,uin,2313049421,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000335,CP-000335,brn,BRN-2019-0402-00335,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100335,CP-000335,uin,2313058555,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000336,CP-000336,brn,BRN-1998-0403-00336,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100336,CP-000336,uin,2313067689,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000337,CP-000337,brn,BRN-1985-0101-00337,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100337,CP-000337,uin,2313076817,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000338,CP-000338,brn,BRN-2020-0102-00338,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100338,CP-000338,uin,2313085942,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000339,CP-000339,brn,BRN-2016-0103-00339,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100339,CP-000339,uin,2313095071,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000340,CP-000340,brn,BRN-2011-0201-00340,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100340,CP-000340,uin,2313104200,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000341,CP-000341,brn,BRN-2001-0202-00341,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100341,CP-000341,uin,2313113336,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000342,CP-000342,brn,BRN-1998-0203-00342,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100342,CP-000342,uin,2313122469,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000343,CP-000343,brn,BRN-1964-0301-00343,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100343,CP-000343,uin,2313131597,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000344,CP-000344,brn,BRN-1997-0302-00344,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100344,CP-000344,uin,2313140729,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000345,CP-000345,brn,BRN-2012-0303-00345,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100345,CP-000345,uin,2313149858,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000346,CP-000346,brn,BRN-1995-0401-00346,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100346,CP-000346,uin,2313158982,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000347,CP-000347,brn,BRN-1971-0402-00347,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100347,CP-000347,uin,2313168110,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000348,CP-000348,brn,BRN-1965-0403-00348,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100348,CP-000348,uin,2313177249,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000349,CP-000349,brn,BRN-2025-0101-00349,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100349,CP-000349,uin,2313186372,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000350,CP-000350,brn,BRN-1968-0102-00350,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100350,CP-000350,uin,2313195504,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000351,CP-000351,brn,BRN-1988-0103-00351,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100351,CP-000351,uin,2313204639,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000352,CP-000352,brn,BRN-1958-0201-00352,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100352,CP-000352,uin,2313213766,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000353,CP-000353,brn,BRN-2019-0202-00353,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100353,CP-000353,uin,2313222899,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000354,CP-000354,brn,BRN-1961-0203-00354,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100354,CP-000354,uin,2313232024,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000355,CP-000355,brn,BRN-1998-0301-00355,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100355,CP-000355,uin,2313241158,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000356,CP-000356,brn,BRN-2025-0302-00356,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100356,CP-000356,uin,2313250282,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000357,CP-000357,brn,BRN-1995-0303-00357,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100357,CP-000357,uin,2313259418,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000358,CP-000358,brn,BRN-1975-0401-00358,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100358,CP-000358,uin,2313268542,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000359,CP-000359,brn,BRN-1999-0402-00359,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100359,CP-000359,uin,2313277679,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000360,CP-000360,brn,BRN-1958-0403-00360,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100360,CP-000360,uin,2313286805,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000361,CP-000361,brn,BRN-2019-0101-00361,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100361,CP-000361,uin,2313295935,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000362,CP-000362,brn,BRN-1997-0102-00362,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100362,CP-000362,uin,2313305062,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000363,CP-000363,brn,BRN-1950-0103-00363,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100363,CP-000363,uin,2313314195,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000364,CP-000364,brn,BRN-1955-0201-00364,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100364,CP-000364,uin,2313323325,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-000365,CP-000365,brn,BRN-1967-0202-00365,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
CI-100365,CP-000365,uin,2313332452,active,2026-01-10,2026-07-04T09:00:00Z,CRA-CORE
