event_id,brn,child_person_id,mother_person_id,father_person_id,informant_person_id,informant_relationship,date_of_birth,place_type,facility_id,birth_attendant,sex_at_birth,observed_at,source_system
BE-00344,BRN-1997-0302-00344,CP-000344,,,CP-000344,parent,1997-12-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00345,BRN-2012-0303-00345,CP-000345,,,CP-000345,parent,2012-06-12,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00346,BRN-1995-0401-00346,CP-000346,,,CP-000346,parent,1995-02-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00347,BRN-1971-0402-00347,CP-000347,,,CP-000347,parent,1971-09-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00348,BRN-1965-0403-00348,CP-000348,,,CP-000348,parent,1965-10-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00349,BRN-2025-0101-00349,CP-000349,,,CP-000349,parent,2025-06-05,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00350,BRN-1968-0102-00350,CP-000350,,,CP-000350,parent,1968-12-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00351,BRN-1988-0103-00351,CP-000351,,,CP-000351,parent,1988-11-07,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00352,BRN-1958-0201-00352,CP-000352,,,CP-000352,parent,1958-12-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00353,BRN-2019-0202-00353,CP-000353,,,CP-000353,parent,2019-06-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00354,BRN-1961-0203-00354,CP-000354,,,CP-000354,parent,1961-05-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00355,BRN-1998-0301-00355,CP-000355,,,CP-000355,parent,1998-10-28,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00356,BRN-2025-0302-00356,CP-000356,,,CP-000356,parent,2025-01-28,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00357,BRN-1995-0303-00357,CP-000357,,,CP-000357,parent,1995-01-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00358,BRN-1975-0401-00358,CP-000358,,,CP-000358,parent,1975-04-02,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00359,BRN-1999-0402-00359,CP-000359,,,CP-000359,parent,1999-01-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00360,BRN-1958-0403-00360,CP-000360,,,CP-000360,parent,1958-03-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00361,BRN-2019-0101-00361,CP-000361,,,CP-000361,parent,2019-01-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00362,BRN-1997-0102-00362,CP-000362,,,CP-000362,parent,1997-03-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00363,BRN-1950-0103-00363,CP-000363,,,CP-000363,parent,1950-11-25,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00364,BRN-1955-0201-00364,CP-000364,,,CP-000364,parent,1955-09-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00365,BRN-1967-0202-00365,CP-000365,,,CP-000365,parent,1967-01-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00366,BRN-2016-0203-00366,CP-000366,,,CP-000366,parent,2016-09-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00367,BRN-1998-0301-00367,CP-000367,,,CP-000367,parent,1998-04-21,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00368,BRN-2006-0302-00368,CP-000368,,,CP-000368,parent,2006-06-26,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00369,BRN-2018-0303-00369,CP-000369,,,CP-000369,parent,2018-09-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00370,BRN-2006-0401-00370,CP-000370,,,CP-000370,parent,2006-12-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00371,BRN-2000-0402-00371,CP-000371,,,CP-000371,parent,2000-10-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00372,BRN-2004-0403-00372,CP-000372,,,CP-000372,parent,2004-09-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00373,BRN-1992-0101-00373,CP-000373,,,CP-000373,parent,1992-04-05,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00374,BRN-2007-0102-00374,CP-000374,,,CP-000374,parent,2007-05-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00375,BRN-2010-0103-00375,CP-000375,,,CP-000375,parent,2010-04-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00376,BRN-2013-0201-00376,CP-000376,,,CP-000376,parent,2013-01-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00377,BRN-2003-0202-00377,CP-000377,,,CP-000377,parent,2003-01-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00378,BRN-1955-0203-00378,CP-000378,,,CP-000378,parent,1955-02-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00379,BRN-1973-0301-00379,CP-000379,,,CP-000379,parent,1973-07-03,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00380,BRN-1978-0302-00380,CP-000380,,,CP-000380,parent,1978-02-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00381,BRN-1993-0303-00381,CP-000381,,,CP-000381,parent,1993-02-21,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00382,BRN-1994-0401-00382,CP-000382,,,CP-000382,parent,1994-04-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00383,BRN-1981-0402-00383,CP-000383,,,CP-000383,parent,1981-09-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00384,BRN-2017-0403-00384,CP-000384,,,CP-000384,parent,2017-05-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00385,BRN-1972-0101-00385,CP-000385,,,CP-000385,parent,1972-05-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00386,BRN-1957-0102-00386,CP-000386,,,CP-000386,parent,1957-10-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00387,BRN-1957-0103-00387,CP-000387,,,CP-000387,parent,1957-05-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00388,BRN-1957-0201-00388,CP-000388,,,CP-000388,parent,1957-03-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00389,BRN-2009-0202-00389,CP-000389,,,CP-000389,parent,2009-11-06,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00390,BRN-1990-0203-00390,CP-000390,,,CP-000390,parent,1990-01-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00391,BRN-2025-0301-00391,CP-000391,,,CP-000391,parent,2025-06-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00392,BRN-1967-0302-00392,CP-000392,,,CP-000392,parent,1967-11-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00393,BRN-1955-0303-00393,CP-000393,,,CP-000393,parent,1955-05-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00394,BRN-2015-0401-00394,CP-000394,,,CP-000394,parent,2015-11-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00395,BRN-2019-0402-00395,CP-000395,,,CP-000395,parent,2019-06-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00396,BRN-1974-0403-00396,CP-000396,,,CP-000396,parent,1974-11-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00397,BRN-1970-0101-00397,CP-000397,,,CP-000397,parent,1970-03-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00398,BRN-1978-0102-00398,CP-000398,,,CP-000398,parent,1978-05-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00399,BRN-1982-0103-00399,CP-000399,,,CP-000399,parent,1982-04-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00400,BRN-1962-0201-00400,CP-000400,,,CP-000400,parent,1962-04-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00401,BRN-1993-0202-00401,CP-000401,,,CP-000401,parent,1993-09-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00402,BRN-1999-0203-00402,CP-000402,,,CP-000402,parent,1999-03-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00403,BRN-2010-0301-00403,CP-000403,,,CP-000403,parent,2010-03-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00404,BRN-2023-0302-00404,CP-000404,,,CP-000404,parent,2023-02-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00405,BRN-1997-0303-00405,CP-000405,,,CP-000405,parent,1997-06-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00406,BRN-2019-0401-00406,CP-000406,,,CP-000406,parent,2019-08-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00407,BRN-2009-0402-00407,CP-000407,,,CP-000407,parent,2009-02-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00408,BRN-1980-0403-00408,CP-000408,,,CP-000408,parent,1980-11-09,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00409,BRN-2023-0101-00409,CP-000409,,,CP-000409,parent,2023-04-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00410,BRN-1985-0102-00410,CP-000410,,,CP-000410,parent,1985-11-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00411,BRN-2006-0103-00411,CP-000411,,,CP-000411,parent,2006-04-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00412,BRN-2010-0201-00412,CP-000412,,,CP-000412,parent,2010-08-06,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00413,BRN-2013-0202-00413,CP-000413,,,CP-000413,parent,2013-06-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00414,BRN-1992-0203-00414,CP-000414,,,CP-000414,parent,1992-09-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00415,BRN-1989-0301-00415,CP-000415,,,CP-000415,parent,1989-05-05,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00416,BRN-1981-0302-00416,CP-000416,,,CP-000416,parent,1981-10-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00417,BRN-1996-0303-00417,CP-000417,,,CP-000417,parent,1996-04-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00418,BRN-2013-0401-00418,CP-000418,,,CP-000418,parent,2013-10-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00419,BRN-1990-0402-00419,CP-000419,,,CP-000419,parent,1990-11-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00420,BRN-1970-0403-00420,CP-000420,,,CP-000420,parent,1970-03-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00421,BRN-2024-0101-00421,CP-000421,,,CP-000421,parent,2024-05-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00422,BRN-1995-0102-00422,CP-000422,,,CP-000422,parent,1995-09-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00423,BRN-2005-0103-00423,CP-000423,,,CP-000423,parent,2005-10-10,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00424,BRN-2008-0201-00424,CP-000424,,,CP-000424,parent,2008-08-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00425,BRN-1955-0202-00425,CP-000425,,,CP-000425,parent,1955-06-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00426,BRN-2013-0203-00426,CP-000426,,,CP-000426,parent,2013-03-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00427,BRN-1975-0301-00427,CP-000427,,,CP-000427,parent,1975-10-04,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00428,BRN-1992-0302-00428,CP-000428,,,CP-000428,parent,1992-01-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00429,BRN-1963-0303-00429,CP-000429,,,CP-000429,parent,1963-06-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00430,BRN-1991-0401-00430,CP-000430,,,CP-000430,parent,1991-02-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00431,BRN-1960-0402-00431,CP-000431,,,CP-000431,parent,1960-10-22,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00432,BRN-1958-0403-00432,CP-000432,,,CP-000432,parent,1958-02-25,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00433,BRN-1990-0101-00433,CP-000433,,,CP-000433,parent,1990-04-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00434,BRN-1999-0102-00434,CP-000434,,,CP-000434,parent,1999-02-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00435,BRN-2020-0103-00435,CP-000435,,,CP-000435,parent,2020-05-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00436,BRN-1957-0201-00436,CP-000436,,,CP-000436,parent,1957-05-05,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00437,BRN-1963-0202-00437,CP-000437,,,CP-000437,parent,1963-06-07,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00438,BRN-1992-0203-00438,CP-000438,,,CP-000438,parent,1992-11-22,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00439,BRN-1996-0301-00439,CP-000439,,,CP-000439,parent,1996-07-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00440,BRN-1968-0302-00440,CP-000440,,,CP-000440,parent,1968-07-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00441,BRN-2016-0303-00441,CP-000441,,,CP-000441,parent,2016-12-17,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00442,BRN-2018-0401-00442,CP-000442,,,CP-000442,parent,2018-12-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00443,BRN-2017-0402-00443,CP-000443,,,CP-000443,parent,2017-10-11,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00444,BRN-2024-0403-00444,CP-000444,,,CP-000444,parent,2024-04-04,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00445,BRN-1948-0101-00445,CP-000445,,,CP-000445,parent,1948-09-16,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00446,BRN-1961-0102-00446,CP-000446,,,CP-000446,parent,1961-04-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00447,BRN-2001-0103-00447,CP-000447,,,CP-000447,parent,2001-12-21,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00448,BRN-1999-0201-00448,CP-000448,,,CP-000448,parent,1999-04-26,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00449,BRN-2000-0202-00449,CP-000449,,,CP-000449,parent,2000-08-12,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00450,BRN-1947-0203-00450,CP-000450,,,CP-000450,parent,1947-07-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00451,BRN-1985-0301-00451,CP-000451,,,CP-000451,parent,1985-10-24,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00452,BRN-2017-0302-00452,CP-000452,,,CP-000452,parent,2017-03-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00453,BRN-1967-0303-00453,CP-000453,,,CP-000453,parent,1967-10-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00454,BRN-1990-0401-00454,CP-000454,,,CP-000454,parent,1990-10-12,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00455,BRN-2005-0402-00455,CP-000455,,,CP-000455,parent,2005-12-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00456,BRN-2019-0403-00456,CP-000456,,,CP-000456,parent,2019-05-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00457,BRN-1991-0101-00457,CP-000457,,,CP-000457,parent,1991-01-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00458,BRN-1960-0102-00458,CP-000458,,,CP-000458,parent,1960-08-28,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00459,BRN-1955-0103-00459,CP-000459,,,CP-000459,parent,1955-05-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00460,BRN-2000-0201-00460,CP-000460,,,CP-000460,parent,2000-01-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00461,BRN-1989-0202-00461,CP-000461,,,CP-000461,parent,1989-05-12,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00462,BRN-1992-0203-00462,CP-000462,,,CP-000462,parent,1992-09-13,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00463,BRN-1976-0301-00463,CP-000463,,,CP-000463,parent,1976-05-02,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00464,BRN-2019-0302-00464,CP-000464,,,CP-000464,parent,2019-07-21,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00465,BRN-2014-0303-00465,CP-000465,,,CP-000465,parent,2014-04-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00466,BRN-1958-0401-00466,CP-000466,,,CP-000466,parent,1958-07-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00467,BRN-1983-0402-00467,CP-000467,,,CP-000467,parent,1983-06-07,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00468,BRN-1958-0403-00468,CP-000468,,,CP-000468,parent,1958-03-27,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00469,BRN-2017-0101-00469,CP-000469,,,CP-000469,parent,2017-10-05,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00470,BRN-2007-0102-00470,CP-000470,,,CP-000470,parent,2007-11-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00471,BRN-2000-0103-00471,CP-000471,,,CP-000471,parent,2000-02-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00472,BRN-2008-0201-00472,CP-000472,,,CP-000472,parent,2008-04-21,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00473,BRN-2020-0202-00473,CP-000473,,,CP-000473,parent,2020-03-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00474,BRN-1974-0203-00474,CP-000474,,,CP-000474,parent,1974-09-24,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00475,BRN-1995-0301-00475,CP-000475,,,CP-000475,parent,1995-12-20,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00476,BRN-1970-0302-00476,CP-000476,,,CP-000476,parent,1970-06-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00477,BRN-1971-0303-00477,CP-000477,,,CP-000477,parent,1971-03-24,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00478,BRN-1994-0401-00478,CP-000478,,,CP-000478,parent,1994-05-19,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00479,BRN-1978-0402-00479,CP-000479,,,CP-000479,parent,1978-01-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00480,BRN-1956-0403-00480,CP-000480,,,CP-000480,parent,1956-10-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00481,BRN-1988-0101-00481,CP-000481,,,CP-000481,parent,1988-08-15,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00482,BRN-1963-0102-00482,CP-000482,,,CP-000482,parent,1963-02-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00483,BRN-1956-0103-00483,CP-000483,,,CP-000483,parent,1956-07-21,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00484,BRN-2025-0201-00484,CP-000484,,,CP-000484,parent,2025-10-18,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00485,BRN-1992-0202-00485,CP-000485,,,CP-000485,parent,1992-08-27,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00486,BRN-1992-0203-00486,CP-000486,,,CP-000486,parent,1992-02-15,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00487,BRN-1971-0301-00487,CP-000487,,,CP-000487,parent,1971-03-01,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00488,BRN-1955-0302-00488,CP-000488,,,CP-000488,parent,1955-06-25,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00489,BRN-1963-0303-00489,CP-000489,,,CP-000489,parent,1963-09-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00490,BRN-2010-0401-00490,CP-000490,,,CP-000490,parent,2010-10-07,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00491,BRN-1999-0402-00491,CP-000491,,,CP-000491,parent,1999-08-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00492,BRN-1965-0403-00492,CP-000492,,,CP-000492,parent,1965-04-02,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00493,BRN-2009-0101-00493,CP-000493,,,CP-000493,parent,2009-02-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00494,BRN-1995-0102-00494,CP-000494,,,CP-000494,parent,1995-02-17,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00495,BRN-2007-0103-00495,CP-000495,,,CP-000495,parent,2007-05-14,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00496,BRN-1993-0201-00496,CP-000496,,,CP-000496,parent,1993-04-23,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00497,BRN-2021-0202-00497,CP-000497,,,CP-000497,parent,2021-03-19,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00498,BRN-1998-0203-00498,CP-000498,,,CP-000498,parent,1998-08-14,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00499,BRN-2024-0301-00499,CP-000499,,,CP-000499,parent,2024-11-09,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00500,BRN-2014-0302-00500,CP-000500,,,CP-000500,parent,2014-06-03,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00501,BRN-2000-0303-00501,CP-000501,,,CP-000501,parent,2000-08-18,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00502,BRN-1953-0401-00502,CP-000502,,,CP-000502,parent,1953-09-08,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00503,BRN-1940-0402-00503,CP-000503,,,CP-000503,parent,1940-10-23,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00504,BRN-2020-0403-00504,CP-000504,,,CP-000504,parent,2020-02-11,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00505,BRN-1957-0101-00505,CP-000505,,,CP-000505,parent,1957-08-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00506,BRN-2016-0102-00506,CP-000506,,,CP-000506,parent,2016-11-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00507,BRN-2014-0103-00507,CP-000507,,,CP-000507,parent,2014-05-13,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00508,BRN-2002-0201-00508,CP-000508,,,CP-000508,parent,2002-04-24,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00509,BRN-2019-0202-00509,CP-000509,,,CP-000509,parent,2019-01-26,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00510,BRN-1976-0203-00510,CP-000510,,,CP-000510,parent,1976-12-16,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
BE-00511,BRN-2022-0301-00511,CP-000511,,,CP-000511,parent,2022-04-08,home,,traditional_birth_attendant,female,2026-07-04T09:00:00Z,CRA-CORE
BE-00512,BRN-1979-0302-00512,CP-000512,,,CP-000512,parent,1979-10-01,home,,traditional_birth_attendant,male,2026-07-04T09:00:00Z,CRA-CORE
