uin,person_id,legacy_nid,given_name,family_name,birth_date,sex,district_code,address_area,settlement_type,identity_status,pending_merge_with_uin,match_basis,alive,birth_brn,updated_at,observed_at,source_system
2312255117,CP-000247,,Kiran247,Almeida,1947-04-18,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1947-0301-00247,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312264241,CP-000248,,Eli248,Mori,2005-09-23,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-2005-0302-00248,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312273375,CP-000249,,Mara249,Khan,2018-03-17,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-2018-0303-00249,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312282506,CP-000250,,Tala250,Santos,1974-11-27,male,XS-0401,XS-0401 sector 8,urban,active,,,true,BRN-1974-0401-00250,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312291630,CP-000251,,Rafi251,Okafor,2005-04-11,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-2005-0402-00251,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312300765,CP-000252,,Ari252,Dela Cruz,1985-04-19,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-1985-0403-00252,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312309898,CP-000253,,Mika253,Aquino,2001-11-15,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-2001-0101-00253,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312319022,CP-000254,,Nela254,Kone,1956-12-27,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-1956-0102-00254,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312328150,CP-000255,,Tomas255,Mensah,2021-01-21,female,XS-0103,XS-0103 sector 4,urban,active,,,true,,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312337289,CP-000256,,Lina256,Raman,1987-03-06,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-1987-0201-00256,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312346419,CP-000257,,Zaid257,Almeida,1964-01-10,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-1964-0202-00257,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312355542,CP-000258,,Rina258,Mori,2016-04-04,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-2016-0203-00258,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312364677,CP-000259,,Kiran259,Khan,1993-02-17,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1993-0301-00259,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312373805,CP-000260,,Eli260,Santos,2016-07-22,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-2016-0302-00260,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312382938,CP-000261,,Mara261,Okafor,1991-10-02,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1991-0303-00261,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312392060,CP-000262,,Tala262,Dela Cruz,2021-11-06,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-2021-0401-00262,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312401194,CP-000263,,Rafi263,Aquino,1996-03-10,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-1996-0402-00263,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312410326,CP-000264,,Ari264,Kone,1973-08-23,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-1973-0403-00264,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312419452,CP-000265,,Mika265,Mensah,2009-10-27,female,XS-0101,XS-0101 sector 5,urban,active,,,true,BRN-2009-0101-00265,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312428584,CP-000266,,Nela266,Raman,1954-07-19,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-1954-0102-00266,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312437718,CP-000267,,Tomas267,Almeida,1990-02-10,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-1990-0103-00267,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312446846,CP-000268,,Lina268,Mori,1945-02-25,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-1945-0201-00268,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312455979,CP-000269,,Zaid269,Khan,2003-10-22,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-2003-0202-00269,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312465105,CP-000270,,Rina270,Santos,1994-04-01,male,XS-0203,XS-0203 sector 1,urban,active,,,true,BRN-1994-0203-00270,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312474239,CP-000271,,Kiran271,Okafor,2015-05-13,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-2015-0301-00271,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312483366,CP-000272,,Eli272,Dela Cruz,1987-08-08,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1987-0302-00272,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312492491,CP-000273,,Mara273,Aquino,1968-09-28,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1968-0303-00273,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312501629,CP-000274,,Tala274,Kone,1943-07-06,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-1943-0401-00274,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312510756,CP-000275,,Rafi275,Mensah,2015-04-10,female,XS-0402,XS-0402 sector 6,urban,active,,,true,BRN-2015-0402-00275,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312519885,CP-000276,,Ari276,Raman,1963-01-15,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-1963-0403-00276,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312529015,CP-000277,,Mika277,Almeida,2014-11-04,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2014-0101-00277,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312538143,CP-000278,,Nela278,Mori,2007-12-20,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-2007-0102-00278,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312547274,CP-000279,,Tomas279,Khan,2019-08-08,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-2019-0103-00279,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312556400,CP-000280,,Lina280,Santos,1977-12-04,male,XS-0201,XS-0201 sector 2,urban,active,,,true,BRN-1977-0201-00280,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312565531,CP-000281,,Zaid281,Okafor,2015-04-23,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-2015-0202-00281,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312574669,CP-000282,,Rina282,Dela Cruz,1957-10-06,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-1957-0203-00282,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312583797,CP-000283,,Kiran283,Aquino,1998-09-14,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1998-0301-00283,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312592924,CP-000284,,Eli284,Kone,1978-02-15,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-1978-0302-00284,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312602056,CP-000285,,Mara285,Mensah,2002-01-18,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-2002-0303-00285,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312611189,CP-000286,,Tala286,Raman,1997-02-20,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-1997-0401-00286,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312620317,CP-000287,,Rafi287,Almeida,1968-07-04,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1968-0402-00287,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312629445,CP-000288,,Ari288,Mori,2009-09-21,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-2009-0403-00288,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312638577,CP-000289,,Mika289,Khan,2000-06-02,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-2000-0101-00289,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312647709,CP-000290,,Nela290,Santos,1952-06-02,male,XS-0102,XS-0102 sector 3,urban,active,,,true,BRN-1952-0102-00290,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312656835,CP-000291,,Tomas291,Okafor,1961-07-28,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-1961-0103-00291,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312665968,CP-000292,,Lina292,Dela Cruz,1989-02-01,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-1989-0201-00292,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312675091,CP-000293,,Zaid293,Aquino,1969-09-24,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-1969-0202-00293,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312684223,CP-000294,,Rina294,Kone,1997-01-27,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1997-0203-00294,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312693354,CP-000295,,Kiran295,Mensah,2015-08-17,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-2015-0301-00295,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312702483,CP-000296,,Eli296,Raman,2017-02-20,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-2017-0302-00296,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312711611,CP-000297,,Mara297,Almeida,2014-08-25,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-2014-0303-00297,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312720746,CP-000298,,Tala298,Mori,2006-07-06,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-2006-0401-00298,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312729876,CP-000299,,Rafi299,Khan,1997-06-23,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-1997-0402-00299,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312739007,CP-000300,,Ari300,Santos,2006-09-24,male,XS-0403,XS-0403 sector 4,urban,active,,,true,BRN-2006-0403-00300,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312748136,CP-000301,,Mika301,Okafor,1979-03-17,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1979-0101-00301,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312757264,CP-000302,,Nela302,Dela Cruz,1997-05-14,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-1997-0102-00302,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312766394,CP-000303,,Tomas303,Aquino,2016-07-04,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-2016-0103-00303,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312775520,CP-000304,,Lina304,Kone,2015-06-10,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-2015-0201-00304,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312784651,CP-000305,,Zaid305,Mensah,2000-04-03,female,XS-0202,XS-0202 sector 9,urban,active,,,true,BRN-2000-0202-00305,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312793787,CP-000306,,Rina306,Raman,2000-03-22,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-2000-0203-00306,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312802913,CP-000307,,Kiran307,Almeida,1993-08-23,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1993-0301-00307,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312812048,CP-000308,,Eli308,Mori,1942-02-09,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1942-0302-00308,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312821175,CP-000309,,Mara309,Khan,1988-08-23,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1988-0303-00309,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312830305,CP-000310,,Tala310,Santos,1962-04-14,male,XS-0401,XS-0401 sector 5,urban,active,,,true,BRN-1962-0401-00310,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312839439,CP-000311,,Rafi311,Okafor,1961-06-02,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1961-0402-00311,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312848565,CP-000312,,Ari312,Dela Cruz,2010-11-17,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-2010-0403-00312,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312857694,CP-000313,,Mika313,Aquino,2012-08-13,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2012-0101-00313,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312866822,CP-000314,,Nela314,Kone,1997-03-16,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-1997-0102-00314,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312875952,CP-000315,,Tomas315,Mensah,1940-09-11,female,XS-0103,XS-0103 sector 1,urban,active,,,true,BRN-1940-0103-00315,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312885086,CP-000316,,Lina316,Raman,1990-06-26,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-1990-0201-00316,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312894216,CP-000317,,Zaid317,Almeida,1995-01-16,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-1995-0202-00317,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312903343,CP-000318,,Rina318,Mori,2018-12-19,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-2018-0203-00318,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312912477,CP-000319,,Kiran319,Khan,2011-10-08,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-2011-0301-00319,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312921608,CP-000320,,Eli320,Santos,1947-09-03,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-1947-0302-00320,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312930730,CP-000321,,Mara321,Okafor,1995-11-20,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-1995-0303-00321,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312939866,CP-000322,,Tala322,Dela Cruz,2007-01-23,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-2007-0401-00322,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312948991,CP-000323,,Rafi323,Aquino,1974-01-06,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1974-0402-00323,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312958122,CP-000324,,Ari324,Kone,1993-01-20,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-1993-0403-00324,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312967259,CP-000325,,Mika325,Mensah,1952-11-05,female,XS-0101,XS-0101 sector 2,urban,active,,,true,BRN-1952-0101-00325,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312976380,CP-000326,,Nela326,Raman,2019-09-05,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-2019-0102-00326,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312985517,CP-000327,,Tomas327,Almeida,2011-03-20,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-2011-0103-00327,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2312994648,CP-000328,,Lina328,Mori,2005-09-23,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-2005-0201-00328,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313003775,CP-000329,,Zaid329,Khan,1993-08-17,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-1993-0202-00329,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313012905,CP-000330,,Rina330,Santos,2004-03-22,male,XS-0203,XS-0203 sector 7,urban,active,,,true,BRN-2004-0203-00330,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313022030,CP-000331,,Kiran331,Okafor,1975-12-06,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1975-0301-00331,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313031167,CP-000332,,Eli332,Dela Cruz,2020-09-08,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-2020-0302-00332,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313040291,CP-000333,,Mara333,Aquino,1986-12-22,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1986-0303-00333,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313049421,CP-000334,,Tala334,Kone,1991-12-03,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-1991-0401-00334,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313058555,CP-000335,,Rafi335,Mensah,2019-12-09,female,XS-0402,XS-0402 sector 3,urban,active,,,true,BRN-2019-0402-00335,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313067689,CP-000336,,Ari336,Raman,1998-06-08,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-1998-0403-00336,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313076817,CP-000337,,Mika337,Almeida,1985-12-26,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1985-0101-00337,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313085942,CP-000338,,Nela338,Mori,2020-05-02,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-2020-0102-00338,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313095071,CP-000339,,Tomas339,Khan,2016-10-13,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-2016-0103-00339,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313104200,CP-000340,,Lina340,Santos,2011-07-18,male,XS-0201,XS-0201 sector 8,urban,active,,,true,BRN-2011-0201-00340,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313113336,CP-000341,,Zaid341,Okafor,2001-12-04,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-2001-0202-00341,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313122469,CP-000342,,Rina342,Dela Cruz,1998-04-21,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-1998-0203-00342,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313131597,CP-000343,,Kiran343,Aquino,1964-12-01,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1964-0301-00343,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313140729,CP-000344,,Eli344,Kone,1997-12-04,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1997-0302-00344,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313149858,CP-000345,,Mara345,Mensah,2012-06-12,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-2012-0303-00345,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313158982,CP-000346,,Tala346,Raman,1995-02-04,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-1995-0401-00346,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313168110,CP-000347,,Rafi347,Almeida,1971-09-01,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1971-0402-00347,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313177249,CP-000348,,Ari348,Mori,1965-10-01,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-1965-0403-00348,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313186372,CP-000349,,Mika349,Khan,2025-06-05,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2025-0101-00349,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313195504,CP-000350,,Nela350,Santos,1968-12-03,male,XS-0102,XS-0102 sector 9,urban,active,,,true,BRN-1968-0102-00350,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313204639,CP-000351,,Tomas351,Okafor,1988-11-07,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-1988-0103-00351,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313213766,CP-000352,,Lina352,Dela Cruz,1958-12-13,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-1958-0201-00352,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313222899,CP-000353,,Zaid353,Aquino,2019-06-09,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-2019-0202-00353,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313232024,CP-000354,,Rina354,Kone,1961-05-03,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-1961-0203-00354,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313241158,CP-000355,,Kiran355,Mensah,1998-10-28,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1998-0301-00355,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313250282,CP-000356,,Eli356,Raman,2025-01-28,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-2025-0302-00356,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313259418,CP-000357,,Mara357,Almeida,1995-01-19,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-1995-0303-00357,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313268542,CP-000358,,Tala358,Mori,1975-04-02,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-1975-0401-00358,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313277679,CP-000359,,Rafi359,Khan,1999-01-02,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1999-0402-00359,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313286805,CP-000360,,Ari360,Santos,1958-03-23,male,XS-0403,XS-0403 sector 1,urban,active,,,true,BRN-1958-0403-00360,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313295935,CP-000361,,Mika361,Okafor,2019-01-27,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-2019-0101-00361,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313305062,CP-000362,,Nela362,Dela Cruz,1997-03-18,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-1997-0102-00362,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313314195,CP-000363,,Tomas363,Aquino,1950-11-25,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-1950-0103-00363,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313323325,CP-000364,,Lina364,Kone,1955-09-27,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-1955-0201-00364,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313332452,CP-000365,,Zaid365,Mensah,1967-01-26,female,XS-0202,XS-0202 sector 6,urban,active,,,true,BRN-1967-0202-00365,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313341585,CP-000366,,Rina366,Raman,2016-09-06,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-2016-0203-00366,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313350714,CP-000367,,Kiran367,Almeida,1998-04-21,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1998-0301-00367,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313359848,CP-000368,,Eli368,Mori,2006-06-26,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-2006-0302-00368,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313368977,CP-000369,,Mara369,Khan,2018-09-27,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-2018-0303-00369,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2313378103,CP-000370,,Tala370,Santos,2006-12-15,male,XS-0401,XS-0401 sector 2,urban,active,,,true,BRN-2006-0401-00370,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
